pk199_4,
pk199_5,
pk200_1,
pk200_2,
pk200_3,
pk200_4,
pk200_5,
pk201_1,
pk201_2,
pk201_3,
pk201_4,
pk201_5,
pk202_1,
pk202_2,
pk202_3,
pk202_4,
pk202_5,
pk203_1,
pk203_2,
pk203_3,
pk203_4,
pk203_5,
pk204_1,
pk204_2,
pk204_3,
pk204_4,
pk204_5,
pk205_1,
pk205_2,
pk205_3,
pk205_4,
pk205_5,
pk206_1,
pk206_2,
pk206_3,
pk206_4,
pk206_5,
pk207_1,
pk207_2,
pk207_3,
pk207_4,
pk207_5,
pk208_1,
pk208_2,
pk208_3,
pk208_4,
pk208_5,
pk209_1,
pk209_2,
pk209_3,
pk209_4,
pk209_5,
pk210_1,
pk210_2,
pk210_3,
pk210_4,
pk210_5,
pk211_1,
pk211_2,
pk211_3,
pk211_4,
pk211_5,
pk212_1,
pk212_2,
pk212_3,
pk212_4,
pk212_5,
pk213_1,
pk213_2,
pk213_3,
pk213_4,
pk213_5,
pk214_1,
pk214_2,
pk214_3,
pk214_4,
pk214_5,
pk215_1,
pk215_2,
pk215_3,
pk215_4,
pk215_5,
pk216_1,
pk216_2,
pk216_3,
pk216_4,
pk216_5,
pk217_1,
pk217_2,
pk217_3,
pk217_4,
pk217_5,
pk218_1,
pk218_2,
pk218_3,
pk218_4,
pk218_5,
pk219_1,
pk219_2,
pk219_3,
pk219_4,
pk219_5,
pk220_1,
pk220_2,
pk220_3,
pk220_4,
pk220_5,
pk221_1,
pk221_2,
pk221_3,
pk221_4,
pk221_5,
pk222_1,
pk222_2,
pk222_3,
pk222_4,
pk222_5,
pk223_1,
pk223_2,
pk223_3,
pk223_4,
pk223_5,
pk224_1,
pk224_2,
pk224_3,
pk224_4,
pk224_5,
pk225_1,
pk225_2,
pk225_3,
pk225_4,
pk225_5,
pk226_1,
pk226_2,
pk226_3,
pk226_4,
pk226_5,
pk227_1,
pk227_2,
pk227_3,
pk227_4,
pk227_5,
pk228_1,
pk228_2,
pk228_3,
pk228_4,
pk228_5,
pk229_1,
pk229_2,
pk229_3,
pk229_4,
pk229_5,
pk230_1,
pk230_2,
pk230_3,
pk230_4,
pk230_5,
pk231_1,
pk231_2,
pk231_3,
pk231_4,
pk231_5,
pk232_1,
pk232_2,
pk232_3,
pk232_4,
pk232_5,
pk233_1,
pk233_2,
pk233_3,
pk233_4,
pk233_5,
pk234_1,
pk234_2,
pk234_3,
pk234_4,
pk234_5,
pk235_1,
pk235_2,
pk235_3,
pk235_4,
pk235_5,
pk236_1,
pk236_2,
pk236_3,
pk236_4,
pk236_5,
pk237_1,
pk237_2,
pk237_3,
pk237_4,
pk237_5,
pk238_1,
pk238_2,
pk238_3,
pk238_4,
pk238_5,
pk239_1,
pk239_2,
pk239_3,
pk239_4,
pk239_5,
pk240_1,
pk240_2,
pk240_3,
pk240_4,
pk240_5,
pk241_1,
pk241_2,
pk241_3,
pk241_4,
pk241_5,
pk242_1,
pk242_2,
pk242_3,
pk242_4,
pk242_5,
pk243_1,
pk243_2,
pk243_3,
pk243_4,
pk243_5,
pk244_1,
pk244_2,
pk244_3,
pk244_4,
pk244_5,
pk245_1,
pk245_2,
pk245_3,
pk245_4,
pk245_5,
pk246_1,
pk246_2,
pk246_3,
pk246_4,
pk246_5,
pk247_1,
pk247_2,
pk247_3,
pk247_4,
pk247_5,
pk248_1,
pk248_2,
pk248_3,
pk248_4,
pk248_5,
pk249_1,
pk249_2,
pk249_3,
pk249_4,
pk249_5,
pk250_1,
pk250_2,
pk250_3,
pk250_4,
pk250_5,
pk251_1,
pk251_2,
pk251_3,
pk251_4,
pk251_5,
pk252_1,
pk252_2,
pk252_3,
pk252_4,
pk252_5,
pk253_1,
pk253_2,
pk253_3,
pk253_4,
pk253_5,
pk254_1,
pk254_2,
pk254_3,
pk254_4,
pk254_5,
pk255_1,
pk255_2,
pk255_3,
pk255_4,
pk255_5,
pk256_1,
pk256_2,
pk256_3,
pk256_4,
pk256_5,
pk257_1,
pk257_2,
pk257_3,
pk257_4,
pk257_5,
pk258_1,
pk258_2,
pk258_3,
pk258_4,
pk258_5,
pk259_1,
pk259_2,
pk259_3,
pk259_4,
pk259_5,
pk260_1,
pk260_2,
pk260_3,
pk260_4,
pk260_5,
pk261_1,
pk261_2,
pk261_3,
pk261_4,
pk261_5,
pk262_1,
pk262_2,
pk262_3,
pk262_4,
pk262_5,
pk263_1,
pk263_2,
pk263_3,
pk263_4,
pk263_5,
pk264_1,
pk264_2,
pk264_3,
pk264_4,
pk264_5,
pk265_1,
pk265_2,
pk265_3,
pk265_4,
pk265_5,
pk266_1,
pk266_2,
pk266_3,
pk266_4,
pk266_5,
pk267_1,
pk267_2,
pk267_3,
pk267_4,
pk267_5,
pk268_1,
pk268_2,
pk268_3,
pk268_4,
pk268_5,
pk269_1,
pk269_2,
pk269_3,
pk269_4,
pk269_5,
pk270_1,
pk270_2,
pk270_3,
pk270_4,
pk270_5,
pk271_1,
pk271_2,
pk271_3,
pk271_4,
pk271_5,
pk272_1,
pk272_2,
pk272_3,
pk272_4,
pk272_5,
pk273_1,
pk273_2,
pk273_3,
pk273_4,
pk273_5,
pk274_1,
pk274_2,
pk274_3,
pk274_4,
pk274_5,
pk275_1,
pk275_2,
pk275_3,
pk275_4,
pk275_5,
pk276_1,
pk276_2,
pk276_3,
pk276_4,
pk276_5,
pk277_1,
pk277_2,
pk277_3,
pk277_4,
pk277_5,
pk278_1,
pk278_2,
pk278_3,
pk278_4,
pk278_5,
pk279_1,
pk279_2,
pk279_3,
pk279_4,
pk279_5,
pk280_1,
pk280_2,
pk280_3,
pk280_4,
pk280_5,
pk281_1,
pk281_2,
pk281_3,
pk281_4,
pk281_5,
pk282_1,
pk282_2,
pk282_3,
pk282_4,
pk282_5,
pk283_1,
pk283_2,
pk283_3,
pk283_4,
pk283_5,
pk284_1,
pk284_2,
pk284_3,
pk284_4,
pk284_5,
pk285_1,
pk285_2,
pk285_3,
pk285_4,
pk285_5,
pk286_1,
pk286_2,
pk286_3,
pk286_4,
pk286_5,
pk287_1,
pk287_2,
pk287_3,
pk287_4,
pk287_5,
pk288_1,
pk288_2,
pk288_3,
pk288_4,
pk288_5,
pk289_1,
pk289_2,
pk289_3,
pk289_4,
pk289_5,
pk290_1,
pk290_2,
pk290_3,
pk290_4,
pk290_5,
pk291_1,
pk291_2,
pk291_3,
pk291_4,
pk291_5,
pk292_1,
pk292_2,
pk292_3,
pk292_4,
pk292_5,
pk293_1,
pk293_2,
pk293_3,
pk293_4,
pk293_5,
pk294_1,
pk294_2,
pk294_3,
pk294_4,
pk294_5,
pk295_1,
pk295_2,
pk295_3,
pk295_4,
pk295_5,
pk296_1,
pk296_2,
pk296_3,
pk296_4,
pk296_5,
pk297_1,
pk297_2,
pk297_3,
pk297_4,
pk297_5,
pk298_1,
pk298_2,
pk298_3,
pk298_4,
pk298_5,
pk299_1,
pk299_2,
pk299_3,
pk299_4,
pk299_5,
pk300_1,
pk300_2,
pk300_3,
pk300_4,
pk300_5,
pk301_1,
pk301_2,
pk301_3,
pk301_4,
pk301_5,
pk302_1,
pk302_2,
pk302_3,
pk302_4,
pk302_5,
pk303_1,
pk303_2,
pk303_3,
pk303_4,
pk303_5,
pk304_1,
pk304_2,
pk304_3,
pk304_4,
pk304_5,
pk305_1,
pk305_2,
pk305_3,
pk305_4,
pk305_5,
pk306_1,
pk306_2,
pk306_3,
pk306_4,
pk306_5,
pk307_1,
pk307_2,
pk307_3,
pk307_4,
pk307_5,
pk308_1,
pk308_2,
pk308_3,
pk308_4,
pk308_5,
pk309_1,
pk309_2,
pk309_3,
pk309_4,
pk309_5,
pk310_1,
pk310_2,
pk310_3,
pk310_4,
pk310_5,
pk311_1,
pk311_2,
pk311_3,
pk311_4,
pk311_5,
pk312_1,
pk312_2,
pk312_3,
pk312_4,
pk312_5,
pk313_1,
pk313_2,
pk313_3,
pk313_4,
pk313_5,
pk314_1,
pk314_2,
pk314_3,
pk314_4,
pk314_5,
pk315_1,
pk315_2,
pk315_3,
pk315_4,
pk315_5,
pk316_1,
pk316_2,
pk316_3,
pk316_4,
pk316_5,
pk317_1,
pk317_2,
pk317_3,
pk317_4,
pk317_5,
pk318_1,
pk318_2,
pk318_3,
pk318_4,
pk318_5,
pk319_1,
pk319_2,
pk319_3,
pk319_4,
pk319_5,
pk320_1,
pk320_2,
pk320_3,
pk320_4,
pk320_5,
pk321_1,
pk321_2,
pk321_3,
pk321_4,
pk321_5,
pk322_1,
pk322_2,
pk322_3,
pk322_4,
pk322_5,
pk323_1,
pk323_2,
pk323_3,
pk323_4,
pk323_5,
pk324_1,
pk324_2,
pk324_3,
pk324_4,
pk324_5,
pk325_1,
pk325_2,
pk325_3,
pk325_4,
pk325_5,
pk326_1,
pk326_2,
pk326_3,
pk326_4,
pk326_5,
pk327_1,
pk327_2,
pk327_3,
pk327_4,
pk327_5,
pk328_1,
pk328_2,
pk328_3,
pk328_4,
pk328_5,
pk329_1,
pk329_2,
pk329_3,
pk329_4,
pk329_5,
pk330_1,
pk330_2,
pk330_3,
pk330_4,
pk330_5,
pk331_1,
pk331_2,
pk331_3,
pk331_4,
pk331_5,
pk332_1,
pk332_2,
pk332_3,
pk332_4,
pk332_5,
pk333_1,
pk333_2,
pk333_3,
pk333_4,
pk333_5,
pk334_1,
pk334_2,
pk334_3,
pk334_4,
pk334_5,
pk335_1,
pk335_2,
pk335_3,
pk335_4,
pk335_5,
pk336_1,
pk336_2,
pk336_3,
pk336_4,
pk336_5,
pk337_1,
pk337_2,
pk337_3,
pk337_4,
pk337_5,
pk338_1,
pk338_2,
pk338_3,
pk338_4,
pk338_5,
pk339_1,
pk339_2,
pk339_3,
pk339_4,
pk339_5,
pk340_1,
pk340_2,
pk340_3,
pk340_4,
pk340_5,
pk341_1,
pk341_2,
pk341_3,
pk341_4,
pk341_5,
pk342_1,
pk342_2,
pk342_3,
pk342_4,
pk342_5,
pk343_1,
pk343_2,
pk343_3,
pk343_4,
pk343_5,
pk344_1,
pk344_2,
pk344_3,
pk344_4,
pk344_5,
pk345_1,
pk345_2,
pk345_3,
pk345_4,
pk345_5,
pk346_1,
pk346_2,
pk346_3,
pk346_4,
pk346_5,
pk347_1,
pk347_2,
pk347_3,
pk347_4,
pk347_5,
pk348_1,
pk348_2,
pk348_3,
pk348_4,
pk348_5,
pk349_1,
pk349_2,
pk349_3,
pk349_4,
pk349_5,
pk350_1,
pk350_2,
pk350_3,
pk350_4,
pk350_5,
pk351_1,
pk351_2,
pk351_3,
pk351_4,
pk351_5,
pk352_1,
pk352_2,
pk352_3,
pk352_4,
pk352_5,
pk353_1,
pk353_2,
pk353_3,
pk353_4,
pk353_5,
pk354_1,
pk354_2,
pk354_3,
pk354_4,
pk354_5,
pk355_1,
pk355_2,
pk355_3,
pk355_4,
pk355_5,
pk356_1,
pk356_2,
pk356_3,
pk356_4,
pk356_5,
pk357_1,
pk357_2,
pk357_3,
pk357_4,
pk357_5,
pk358_1,
pk358_2,
pk358_3,
pk358_4,
pk358_5,
pk359_1,
pk359_2,
pk359_3,
pk359_4,
pk359_5,
pk360_1,
pk360_2,
pk360_3,
pk360_4,
pk360_5,
pk361_1,
pk361_2,
pk361_3,
pk361_4,
pk361_5,
pk362_1,
pk362_2,
pk362_3,
pk362_4,
pk362_5,
pk363_1,
pk363_2,
pk363_3,
pk363_4,
pk363_5,
pk364_1,
pk364_2,
pk364_3,
pk364_4,
pk364_5,
pk365_1,
pk365_2,
pk365_3,
pk365_4,
pk365_5,
pk366_1,
pk366_2,
pk366_3,
pk366_4,
pk366_5,
pk367_1,
pk367_2,
pk367_3,
pk367_4,
pk367_5,
pk368_1,
pk368_2,
pk368_3,
pk368_4,
pk368_5,
pk369_1,
pk369_2,
pk369_3,
pk369_4,
pk369_5,
pk370_1,
pk370_2,
pk370_3,
pk370_4,
pk370_5,
pk371_1,
pk371_2,
pk371_3,
pk371_4,
pk371_5,
pk372_1,
pk372_2,
pk372_3,
pk372_4,
pk372_5,
pk373_1,
pk373_2,
pk373_3,
pk373_4,
pk373_5,
pk374_1,
pk374_2,
pk374_3,
pk374_4,
pk374_5,
pk375_1,
pk375_2,
pk375_3,
pk375_4,
pk375_5,
pk376_1,
pk376_2,
pk376_3,
pk376_4,
pk376_5,
pk377_1,
pk377_2,
pk377_3,
pk377_4,
pk377_5,
pk378_1,
pk378_2,
pk378_3,
pk378_4,
pk378_5,
pk379_1,
pk379_2,
pk379_3,
pk379_4,
pk379_5,
pk380_1,
pk380_2,
pk380_3,
pk380_4,
pk380_5,
pk381_1,
pk381_2,
pk381_3,
pk381_4,
pk381_5,
pk382_1,
pk382_2,
pk382_3,
pk382_4,
pk382_5,
pk383_1,
pk383_2,
pk383_3,
pk383_4,
pk383_5,
pk384_1,
pk384_2,
pk384_3,
pk384_4,
pk384_5,
pk385_1,
pk385_2,
pk385_3,
pk385_4,
pk385_5,
pk386_1,
pk386_2,
pk386_3,
pk386_4,
pk386_5,
pk387_1,
pk387_2,
pk387_3,
pk387_4,
pk387_5,
pk388_1,
pk388_2,
pk388_3,
pk388_4,
pk388_5,
pk389_1,
pk389_2,
pk389_3,
pk389_4,
pk389_5,
pk390_1,
pk390_2,
pk390_3,
pk390_4,
pk390_5,
pk391_1,
pk391_2,
pk391_3,
pk391_4,
pk391_5,
pk392_1,
pk392_2,
pk392_3,
pk392_4,
pk392_5,
pk393_1,
pk393_2,
pk393_3,
pk393_4,
pk393_5,
pk394_1,
pk394_2,
pk394_3,
pk394_4,
pk394_5,
pk395_1,
pk395_2,
pk395_3,
pk395_4,
pk395_5,
pk396_1,
pk396_2,
pk396_3,
pk396_4,
pk396_5,
pk397_1,
pk397_2,
pk397_3,
pk397_4,
pk397_5,
pk398_1,
pk398_2,
pk398_3,
pk398_4,
pk398_5,
pk399_1,
pk399_2,
pk399_3,
pk399_4,
pk399_5,
pk400_1,
pk400_2,
pk400_3,
pk400_4,
pk400_5,
pk401_1,
pk401_2,
pk401_3,
pk401_4,
pk401_5,
pk402_1,
pk402_2,
pk402_3,
pk402_4,
pk402_5,
pk403_1,
pk403_2,
pk403_3,
pk403_4,
pk403_5,
pk404_1,
pk404_2,
pk404_3,
pk404_4,
pk404_5,
pk405_1,
pk405_2,
pk405_3,
pk405_4,
pk405_5,
pk406_1,
pk406_2,
pk406_3,
pk406_4,
pk406_5,
pk407_1,
pk407_2,
pk407_3,
pk407_4,
pk407_5,
pk408_1,
pk408_2,
pk408_3,
pk408_4,
pk408_5,
pk409_1,
pk409_2,
pk409_3,
pk409_4,
pk409_5,
pk410_1,
pk410_2,
pk410_3,
pk410_4,
pk410_5,
pk411_1,
pk411_2,
pk411_3,
pk411_4,
pk411_5,
pk412_1,
pk412_2,
pk412_3,
pk412_4,
pk412_5,
pk413_1,
pk413_2,
pk413_3,
pk413_4,
pk413_5,
pk414_1,
pk414_2,
pk414_3,
pk414_4,
pk414_5,
pk415_1,
pk415_2,
pk415_3,
pk415_4,
pk415_5,
pk416_1,
pk416_2,
pk416_3,
pk416_4,
pk416_5,
pk417_1,
pk417_2,
pk417_3,
pk417_4,
pk417_5,
pk418_1,
pk418_2,
pk418_3,
pk418_4,
pk418_5,
pk419_1,
pk419_2,
pk419_3,
pk419_4,
pk419_5,
pk420_1,
pk420_2,
pk420_3,
pk420_4,
pk420_5,
pk421_1,
pk421_2,
pk421_3,
pk421_4,
pk421_5,
pk422_1,
pk422_2,
pk422_3,
pk422_4,
pk422_5,
pk423_1,
pk423_2,
pk423_3,
pk423_4,
pk423_5,
pk424_1,
pk424_2,
pk424_3,
pk424_4,
pk424_5,
pk425_1,
pk425_2,
pk425_3,
pk425_4,
pk425_5,
pk426_1,
pk426_2,
pk426_3,
pk426_4,
pk426_5,
pk427_1,
pk427_2,
pk427_3,
pk427_4,
pk427_5,
pk428_1,
pk428_2,
pk428_3,
pk428_4,
pk428_5,
pk429_1,
pk429_2,
pk429_3,
pk429_4,
pk429_5,
pk430_1,
pk430_2,
pk430_3,
pk430_4,
pk430_5,
pk431_1,
pk431_2,
pk431_3,
pk431_4,
pk431_5,
pk432_1,
pk432_2,
pk432_3,
pk432_4,
pk432_5,
pk433_1,
pk433_2,
pk433_3,
pk433_4,
pk433_5,
pk434_1,
pk434_2,
pk434_3,
pk434_4,
pk434_5,
pk435_1,
pk435_2,
pk435_3,
pk435_4,
pk435_5,
pk436_1,
pk436_2,
pk436_3,
pk436_4,
pk436_5,
pk437_1,
pk437_2,
pk437_3,
pk437_4,
pk437_5,
pk438_1,
pk438_2,
pk438_3,
pk438_4,
pk438_5,
pk439_1,
pk439_2,
pk439_3,
pk439_4,
pk439_5,
pk440_1,
pk440_2,
pk440_3,
pk440_4,
pk440_5,
pk441_1,
pk441_2,
pk441_3,
pk441_4,
pk441_5,
pk442_1,
pk442_2,
pk442_3,
pk442_4,
pk442_5,
pk443_1,
pk443_2,
pk443_3,
pk443_4,
pk443_5,
pk444_1,
pk444_2,
pk444_3,
pk444_4,
pk444_5,
pk445_1,
pk445_2,
pk445_3,
pk445_4,
pk445_5,
pk446_1,
pk446_2,
pk446_3,
pk446_4,
pk446_5,
pk447_1,
pk447_2,
pk447_3,
pk447_4,
pk447_5,
pk448_1,
pk448_2,
pk448_3,
pk448_4,
pk448_5,
pk449_1,
pk449_2,
pk449_3,
pk449_4,
pk449_5,
pk450_1,
pk450_2,
pk450_3,
pk450_4,
pk450_5,
pk451_1,
pk451_2,
pk451_3,
pk451_4,
pk451_5,
pk452_1,
pk452_2,
pk452_3,
pk452_4,
pk452_5,
pk453_1,
pk453_2,
pk453_3,
pk453_4,
pk453_5,
pk454_1,
pk454_2,
pk454_3,
pk454_4,
pk454_5,
pk455_1,
pk455_2,
pk455_3,
pk455_4,
pk455_5,
pk456_1,
pk456_2,
pk456_3,
pk456_4,
pk456_5,
pk457_1,
pk457_2,
pk457_3,
pk457_4,
pk457_5,
pk458_1,
pk458_2,
pk458_3,
pk458_4,
pk458_5,
pk459_1,
pk459_2,
pk459_3,
pk459_4,
pk459_5,
pk460_1,
pk460_2,
pk460_3,
pk460_4,
pk460_5,
pk461_1,
pk461_2,
pk461_3,
pk461_4,
pk461_5,
pk462_1,
pk462_2,
pk462_3,
pk462_4,
pk462_5,
pk463_1,
pk463_2,
pk463_3,
pk463_4,
pk463_5,
pk464_1,
pk464_2,
pk464_3,
pk464_4,
pk464_5,
pk465_1,
pk465_2,
pk465_3,
pk465_4,
pk465_5,
pk466_1,
pk466_2,
pk466_3,
pk466_4,
pk466_5,
pk467_1,
pk467_2,
pk467_3,
pk467_4,
pk467_5,
pk468_1,
pk468_2,
pk468_3,
pk468_4,
pk468_5,
pk469_1,
pk469_2,
pk469_3,
pk469_4,
pk469_5,
pk470_1,
pk470_2,
pk470_3,
pk470_4,
pk470_5,
pk471_1,
pk471_2,
pk471_3,
pk471_4,
pk471_5,
pk472_1,
pk472_2,
pk472_3,
pk472_4,
pk472_5,
pk473_1,
pk473_2,
pk473_3,
pk473_4,
pk473_5,
pk474_1,
pk474_2,
pk474_3,
pk474_4,
pk474_5,
pk475_1,
pk475_2,
pk475_3,
pk475_4,
pk475_5,
pk476_1,
pk476_2,
pk476_3,
pk476_4,
pk476_5,
pk477_1,
pk477_2,
pk477_3,
pk477_4,
pk477_5,
pk478_1,
pk478_2,
pk478_3,
pk478_4,
pk478_5,
pk479_1,
pk479_2,
pk479_3,
pk479_4,
pk479_5,
pk480_1,
pk480_2,
pk480_3,
pk480_4,
pk480_5,
pk481_1,
pk481_2,
pk481_3,
pk481_4,
pk481_5,
pk482_1,
pk482_2,
pk482_3,
pk482_4,
pk482_5,
pk483_1,
pk483_2,
pk483_3,
pk483_4,
pk483_5,
pk484_1,
pk484_2,
pk484_3,
pk484_4,
pk484_5,
pk485_1,
pk485_2,
pk485_3,
pk485_4,
pk485_5,
pk486_1,
pk486_2,
pk486_3,
pk486_4,
pk486_5,
pk487_1,
pk487_2,
pk487_3,
pk487_4,
pk487_5,
pk488_1,
pk488_2,
pk488_3,
pk488_4,
pk488_5,
pk489_1,
pk489_2,
pk489_3,
pk489_4,
pk489_5,
pk490_1,
pk490_2,
pk490_3,
pk490_4,
pk490_5,
pk491_1,
pk491_2,
pk491_3,
pk491_4,
pk491_5,
pk492_1,
pk492_2,
pk492_3,
pk492_4,
pk492_5,
pk493_1,
pk493_2,
pk493_3,
pk493_4,
pk493_5,
sb_010m,has already taken some serious damage
sb_020,An intense battery but both corners are holding their ground.
sb_030m,has been taking serious damage right from the start
sb_040,A real battle royal. What a way to start this off.
sb_050,The battle opened with some intense fighting.
sb_070m,is already poisoned
sb_080m,already has a Pokémon sleeping
sb_082m,already has Pokémon sleeping
sb_090m,had their Pokémon frozen solid after the battle began
sb_100m,has already been burned and the battle is just begining
sb_110,"Pokémon are already suffering from Status problems, one after an other, in this sudden and intense battle."
sb_120,The situation is a bit of a stalemate.
sb_130,Both are carefully examining their opponent.
sb_140,"Finally, things are starting to happen."
sb_150,"Finally, this battle is getting underway."
sb_160,The situation has dramatically changed.
sb_170,The battle has taken a drastic turn.
sb_180,The was an unexpected turn of events.
sb_190,The battle's outcome is still up in the air. Who will reach victory first?
sb_200,Not much has happened. Who will change things up?
sb_210,Both corners are carefully examining their oponent.
sb_220m,continues to do very well
sb_230m,It's a tough situation for the Blue Corner.
sb_230r,It's a tough situation for the Red Corner.
sb_240m,currently leads
sb_250m,faces a tough situation
sb_260m,has the lead when comparing the number of remaining Pokémon
sb_270m,trails slightly when comparing the number of remaining Pokémon
sb_280m,evened up the amount of remaining of Pokémon despite being at an disadvantage
sb_290,"In terms of the number of remaining Pokémon, it's an even 50-50."
sb_300,Neither Corner has made a decisive attack yet.
sb_310,The battle rages on.
sb_320,Neither Corner has made a decisive attack yet.
sb_330,A brief lull at the Colosseum.
sb_340m,stands with their backs against the wall
sb_350m,faces a dead end
sb_360m,mounts a good comeback at the last moment
sb_370,The last Pokémon from each team will take the field.
sb_380m,desperately holds on
sb_390,Are we going to see the end of this battle in the next turn?
sb_400r,It's been nothing but big trouble for the Red Corner.
sb_400,It's been nothing but big trouble for the Blue Corner.
sb_410m,faces a fatal situation
sb_420m,sleeps soundly
sb_430m,seems to be in pain
sb_440m,still is frozen solid
sb_450,It's pouring rain in the Colosseum.
sb_460,A sandstorm is raging in the Colosseum.
sb_470,The sunlight in the Colosseum is blinding.
sb_480,It's really starting to hail in the Colosseum.
sb_490,The Colosseum is shrouded in a deep fog.
sb_500,It's raining in the Colosseum again.
sb_510,A sandstorm is raging in the Colosseum again.
sb_520,The sun is scorching the Colosseum again.
sb_530,It's hailing in the Colosseum again.
sb_540,The Colosseum is burning with excitement.
sb_550,The air in the Colosseum is tense and charged.
sb_560,The mood in the Colosseum has become somewhat unsettling
sb_570,A chilling breeze can be felt in the Colosseum.
sb_580,A rotten stench is filling the Colosseum.
sb_590,A pleasant scent is drifting through the air in Colosseum.
sb_592,A pleasant tune is echoing through the Colosseum. I'm starting to feel sleepy.
sb_594,Something strange. Distortion. What's this? The Colosseum.
sb_596,The air in the Colosseum is getting heavy.
sb_600,The battle has reached its final stage.
sb_610,The battle has reached its final stage and the tension is peaking.
sb_620,The end of the battle is getting closer by the minute.
sb_630,"Well, both corners still have a chance to win this."
sb_640,The air in the Colosseum is tense.
sb_650,A heated battle is unfolding in the Colosseum.
sb_660,The trainers haven't given their orders yet.
sb_670m,still has not decided on their next move
sb_680,The Pokémon are awaiting their trainers' direction.
sb_690,The crowd is holding their breath in anticipation of the trainers' next move.
sl_010,"However, this battle is just getting started."
sl_012,But there is always a chance of a comeback.
sl_030,Can they find a way out of this predicament.
sl_060m,seems to have the advantage right now
sl_070,That's going to be trouble if this becomes a drawn-out battle.
sl_080,Everyone is concentrated on the trainers' next move.
sl_082,I wonder how this going to affect the battle.
sl_090,"If this continues, the result will become detrimental."
sl_092,Everyone is concentrated on the trainers' next move.
sl_100,That's going to be trouble if this becomes a drawn-out battle.
sl_110,Everyone is concentrated on the trainers' next move.
sl_120,It's a mental tug-of-war as they anticipate each others' move.
sl_140m,Will there be any sort of decisive action from the Blue Corner?
sl_140r,Will there be any sort of decisive action from the Red Corner?
sl_142m,needs to strike back
sl_150m,Is there going to be any decisive action from the Blue Corner?
sl_150r,Is there going to be any decisive action from the Red Corner?
sl_152m,needs to strike back
sl_160,The battle has taken a u-turn.
sl_170m,Can the advantage be maintained by the Blue Corner?
sl_170r,Can the advantage be maintained by the Red Corner?
sl_172m,Is there going to be a comeback for the Blue Corner?
sl_172r,Is there going to be a comeback for the Red Corner?
sl_180,It's a tough world.
sl_220,But can they finish this off?
sl_230,Is there a secret plan to turn the tables?
sl_240,Can they end this quickly?
sl_250,They're going to need to find a way out of this.
sl_260,But we still can't predict the outcome of the battle.
sl_262,But the battle has just begun.
sl_270,But we still can't predict the outcome of the battle.
sl_272,But the battle has just begun.
sl_280,Will this turn the tide of the battle?
sl_290,Both sides still have a chance to win.
sl_292,Who will become the victor?
sl_294,Who will break this balance?
sl_300,Which corner will make the attack that could change the situation?
sl_310,Their concentration is certainly being tested.
sl_320,Are they playing a waiting game?
sl_330,This standoff could end at any moment.
sl_340m,will be lucky to get through this crisis
sl_342,The rest is up to the last Pokémon.
sl_350,Are they gonna be able to hang in?
sl_352,Can they withstand the next attack?
sl_360,How far is this going to go?
sl_370,The energy level of the fans in this Colosseum has been turned up to 11.
sl_372,Both corners are in a tough spot.
sl_390,The trainers' strategies will determine the outcome.
sl_400,Will the outcome be determined in the next turn?
sl_410,Will the outcome be determined in the next turn?
sl_420,When will it wake up?
sl_430,This could get dangerous if it lasts too long.
sl_440,It can't move.
sl_630,What kind of developments can we expect to see next?
sl_632,Who's going to take the glory?
sub_aka_0_1,the Red Corner
sub_aka_0_2,the Red Corner
sub_aka_0_3,the Red Corner
sub_aka_0_4,the Red Corner
sub_ao_0_1,the Blue Corner
sub_ao_0_2,the Blue Corner
sub_ao_0_3,the Blue Corner
sub_ao_0_4,the Blue Corner
tb_010,And now the battle begins.
tb_012,The stage is set and the curtain is up.
tb_014,The battle begins.
tb_020m_1,the Blue Corner makes the first attack
tb_020m_2,
tb_022m_1,the Red Corner makes the first attack
tb_022m_2,
tb_030,It didn't do anything.
tb_040,But it missed.
tb_050,A big hit already.
tb_060,A heavy blow.
tb_062,Massive damage.
tb_070,A brilliant hit.
tb_072,A smashing blow.
tb_080,A well-aimed attack.
tb_082,A clean hit.
tb_090,That hurt.
tb_092,A rigid shot.
tb_100,It hits.
tb_102,A solid hit.
tb_110,A light hit.
tb_111,A small hit.
tb_120,Consecutive hits.
tb_130,An explosion of skillful moves.
tb_140m,starts to attack
tb_142,makes its move
tb_150m,uses its move
tb_160,A fierce blow.
tb_170,Nicely done.
tb_174,hangs by the end of their rope
tb_176,The end is near.
tb_178,faces the end
tb_179,This is a fatal situation.
tb_180,A gang attack.
tb_190,It's being ganged up on.
tb_200,A harsh battle is taking place.
tb_202,An exhausting battle between both sides.
tb_204,It's a close fight.
tb_210,The battle is getting intense.
tb_212,A rally of light attacks.
tb_220,Multiple hits. It keeps dealing damage.
tb_230,It hit two Pokémon at once.
tb_240,An intense attack. The teammate was also hit.
tb_250,An intense attack has launched with the helping-hand of another Pokémon.
tb_260,Oops. That attack was bounced right back.
tb_262,Uh-oh. The attack goes right back to the attacker.
tb_270,What an impressive attack.
tb_272,A harsh blow.
tb_280,A perfect shot.
tb_290,An impressive move.
tb_300m,deals out multiple hits
tb_302,successively hit multiple times
tb_310,That's a hit this time.
tb_320,This is the only thing it can do.
tb_330,A beautiful attack.
tb_340,Wow. Not much happened this turn.
tb_350m,seems to be slacking off
tb_351,seems to be slacking off
tb_352,seems to be slacking off
tb_360m,frozen solid and unable to move
